report_id,ts_code,institution,target_fiscal_year,eps_value_exact,eps_definition,net_profit_value_exact,pe_value_exact,conservative_information_date
AP202510281770787687,002920.SZ,东吴证券,2026,5.57,最新摊薄每股收益,3326,23.17,2025-10-28
AP202510281770787687,002920.SZ,东吴证券,2027,6.72,最新摊薄每股收益,4012,19.21,2025-10-28
AP202510281770823177,000778.SZ,东吴证券,2025,0.07,最新摊薄每股收益,273.33,62.64,2025-10-28
AP202510281770823177,000778.SZ,东吴证券,2026,0.25,最新摊薄每股收益,987.89,17.33,2025-10-28
AP202510281770823177,000778.SZ,东吴证券,2027,0.68,最新摊薄每股收益,2712.92,6.31,2025-10-28
AP202510281770845045,000733.SZ,东吴证券,2025,1.95,最新摊薄每股收益,1082.88,27.19,2025-10-28
AP202510281770845045,000733.SZ,东吴证券,2026,2.26,最新摊薄每股收益,1252.35,23.51,2025-10-28
AP202510281770845045,000733.SZ,东吴证券,2027,2.61,最新摊薄每股收益,1446.71,20.35,2025-10-28
AP202510291771110258,601865.SH,东吴证券,2025,0.44,最新摊薄每股收益,1039,37.68,2025-10-29
AP202510291771110258,601865.SH,东吴证券,2026,0.71,最新摊薄每股收益,1667,23.49,2025-10-29
AP202510291771110258,601865.SH,东吴证券,2027,0.93,最新摊薄每股收益,2181,17.95,2025-10-29
AP202510291771110308,603993.SH,东吴证券,2025,0.88,最新摊薄每股收益,18805,19.06,2025-10-29
AP202510291771110308,603993.SH,东吴证券,2026,1.19,最新摊薄每股收益,25494,14.06,2025-10-29
AP202510291771110308,603993.SH,东吴证券,2027,1.39,最新摊薄每股收益,29743,12.05,2025-10-29
AP202510301771492596,300413.SZ,东吴证券,2025,0.66,最新摊薄每股收益,1238,43.43,2025-10-30
AP202510301771492596,300413.SZ,东吴证券,2026,0.96,最新摊薄每股收益,1804,29.79,2025-10-30
AP202510301771492596,300413.SZ,东吴证券,2027,1.06,最新摊薄每股收益,1988,27.04,2025-10-30
AP202510301771518510,300274.SZ,东吴证券,2025,6.92,最新摊薄每股收益,14336,27.69,2025-10-30
AP202510301771518510,300274.SZ,东吴证券,2026,8.30,最新摊薄每股收益,17215,23.06,2025-10-30
AP202510301771518510,300274.SZ,东吴证券,2027,9.31,最新摊薄每股收益,19294,20.58,2025-10-30
AP202510301771554861,002558.SZ,东吴证券,2025,1.22,最新摊薄每股收益,2353,30.80,2025-10-30
AP202510301771554861,002558.SZ,东吴证券,2026,2.21,最新摊薄每股收益,4276,16.94,2025-10-30
AP202510301771554861,002558.SZ,东吴证券,2027,2.46,最新摊薄每股收益,4763,15.21,2025-10-30
AP202510301771554934,600011.SH,东吴证券,2025,0.88,最新摊薄每股收益,13776,8.81,2025-10-30
AP202510301771554934,600011.SH,东吴证券,2026,1.02,最新摊薄每股收益,16015,7.58,2025-10-30
AP202510301771554934,600011.SH,东吴证券,2027,1.12,最新摊薄每股收益,17529,6.92,2025-10-30
AP202510301771569792,002049.SZ,东吴证券,2025,1.97,最新摊薄每股收益,1675,44.35,2025-10-30
AP202510301771569792,002049.SZ,东吴证券,2026,2.27,最新摊薄每股收益,1926,38.56,2025-10-30
AP202510301771569792,002049.SZ,东吴证券,2027,3.08,最新摊薄每股收益,2613,28.43,2025-10-30
AP202510301771569811,688009.SH,东吴证券,2025,0.37,最新摊薄每股收益,3905,14.81,2025-10-30
AP202510301771569811,688009.SH,东吴证券,2026,0.41,最新摊薄每股收益,4305,13.43,2025-10-30
AP202510301771569811,688009.SH,东吴证券,2027,0.45,最新摊薄每股收益,4717,12.26,2025-10-30
AP202510301771569838,300002.SZ,东吴证券,2025,0.52,最新摊薄每股收益,1017.17,23.42,2025-10-30
AP202510301771569838,300002.SZ,东吴证券,2026,0.68,最新摊薄每股收益,1338.13,17.80,2025-10-30
AP202510301771569838,300002.SZ,东吴证券,2027,0.74,最新摊薄每股收益,1455.24,16.37,2025-10-30
AP202510301771589377,000598.SZ,东吴证券,2025,0.73,最新摊薄每股收益,2174,9.86,2025-10-30
AP202510301771589377,000598.SZ,东吴证券,2026,0.79,最新摊薄每股收益,2364,9.06,2025-10-30
AP202510301771589377,000598.SZ,东吴证券,2027,0.86,最新摊薄每股收益,2572,8.33,2025-10-30
AP202510301771589426,002555.SZ,东吴证券,2025,1.74,最新摊薄每股收益,3853,12.16,2025-10-30
AP202510301771589426,002555.SZ,东吴证券,2026,1.51,最新摊薄每股收益,3330,14.07,2025-10-30
AP202510301771589426,002555.SZ,东吴证券,2027,1.55,最新摊薄每股收益,3433,13.65,2025-10-30
AP202510301771606342,600309.SH,东吴证券,2025,4.04,最新摊薄每股收益,12662,15.33,2025-10-30
AP202510301771606342,600309.SH,东吴证券,2026,5.13,最新摊薄每股收益,16057,12.09,2025-10-30
AP202510301771606342,600309.SH,东吴证券,2027,5.79,最新摊薄每股收益,18130,10.70,2025-10-30
AP202510301771611705,601108.SH,东吴证券,2025,0.59,最新摊薄每股收益,2761,14.61,2025-10-30
AP202510301771611705,601108.SH,东吴证券,2026,0.63,最新摊薄每股收益,2944,13.71,2025-10-30
AP202510301771611705,601108.SH,东吴证券,2027,0.67,最新摊薄每股收益,3127,12.91,2025-10-30
AP202510301771817506,003816.SZ,东吴证券,2025,0.20,最新摊薄每股收益,9850,20.97,2025-10-30
AP202510301771817506,003816.SZ,东吴证券,2026,0.20,最新摊薄每股收益,10026,20.60,2025-10-30
AP202510301771817506,003816.SZ,东吴证券,2027,0.23,最新摊薄每股收益,11497,17.96,2025-10-30
AP202510301772116527,002460.SZ,东吴证券,2025,0.21,最新摊薄每股收益,433.82,306.72,2025-10-31
AP202510301772116527,002460.SZ,东吴证券,2026,0.98,最新摊薄每股收益,2017.32,65.96,2025-10-31
AP202510301772116527,002460.SZ,东吴证券,2027,1.56,最新摊薄每股收益,3201.86,41.56,2025-10-31
AP202510311772149894,002463.SZ,东吴证券,2025,1.88,最新摊薄每股收益,3615,42.26,2025-10-31
AP202510311772149894,002463.SZ,东吴证券,2026,2.99,最新摊薄每股收益,5745,26.59,2025-10-31
AP202510311772149894,002463.SZ,东吴证券,2027,3.65,最新摊薄每股收益,7028,21.74,2025-10-31
AP202510311772166103,605117.SH,东吴证券,2025,3.66,最新摊薄每股收益,3324,22.05,2025-10-31
AP202510311772166103,605117.SH,东吴证券,2026,4.42,最新摊薄每股收益,4009,18.28,2025-10-31
AP202510311772166103,605117.SH,东吴证券,2027,5.29,最新摊薄每股收益,4805,15.26,2025-10-31
AP202510311772173861,600519.SH,东吴证券,2025,72.01,最新摊薄每股收益,90180,19.88,2025-10-31
AP202510311772173861,600519.SH,东吴证券,2026,74.47,最新摊薄每股收益,93260,19.23,2025-10-31
AP202510311772173861,600519.SH,东吴证券,2027,77.43,最新摊薄每股收益,96965,18.49,2025-10-31
AP202510311772182640,600066.SH,东吴证券,2025,2.23,最新摊薄每股收益,4944,13.66,2025-10-31
AP202510311772182640,600066.SH,东吴证券,2026,2.67,最新摊薄每股收益,5919,11.41,2025-10-31
AP202510311772182640,600066.SH,东吴证券,2027,3.18,最新摊薄每股收益,7031,9.61,2025-10-31
AP202510311772198884,601799.SH,东吴证券,2025,5.76,最新摊薄每股收益,1645,22.35,2025-10-31
AP202510311772198884,601799.SH,东吴证券,2026,7.14,最新摊薄每股收益,2038,18.04,2025-10-31
AP202510311772198884,601799.SH,东吴证券,2027,8.77,最新摊薄每股收益,2505,14.68,2025-10-31
AP202510311772205438,688012.SH,东吴证券,2025,3.89,最新摊薄每股收益,2435,76.29,2025-10-31
AP202510311772205438,688012.SH,东吴证券,2026,5.44,最新摊薄每股收益,3407,54.51,2025-10-31
AP202510311772205438,688012.SH,东吴证券,2027,7.12,最新摊薄每股收益,4459,41.65,2025-10-31
AP202510311772214593,603338.SH,东吴证券,2025,4.22,最新摊薄每股收益,2135,12.50,2025-10-31
AP202510311772214593,603338.SH,东吴证券,2026,4.81,最新摊薄每股收益,2438,10.95,2025-10-31
AP202510311772214593,603338.SH,东吴证券,2027,5.49,最新摊薄每股收益,2780,9.60,2025-10-31
AP202510311772228000,600038.SH,东吴证券,2025,0.76,最新摊薄每股收益,622.27,47.93,2025-10-31
AP202510311772228000,600038.SH,东吴证券,2026,0.85,最新摊薄每股收益,696.87,42.80,2025-10-31
AP202510311772228000,600038.SH,东吴证券,2027,0.93,最新摊薄每股收益,766.14,38.93,2025-10-31
AP202510311772233909,600150.SH,东吴证券,2025,1.24,最新摊薄每股收益,9300,29.72,2025-10-31
AP202510311772233909,600150.SH,东吴证券,2026,1.82,最新摊薄每股收益,13726,20.14,2025-10-31
AP202510311772233909,600150.SH,东吴证券,2027,2.38,最新摊薄每股收益,17899,15.44,2025-10-31
AP202510311772243198,300450.SZ,东吴证券,2025,0.98,最新摊薄每股收益,1533.42,64.09,2025-10-31
AP202510311772243198,300450.SZ,东吴证券,2026,1.30,最新摊薄每股收益,2040.81,48.16,2025-10-31
AP202510311772243198,300450.SZ,东吴证券,2027,1.59,最新摊薄每股收益,2483.70,39.57,2025-10-31
AP202510311772257138,600760.SH,东吴证券,2025,1.25,最新摊薄每股收益,3539,50.16,2025-10-31
AP202510311772257138,600760.SH,东吴证券,2026,1.56,最新摊薄每股收益,4428,40.09,2025-10-31
AP202510311772257138,600760.SH,东吴证券,2027,1.80,最新摊薄每股收益,5096,34.83,2025-10-31
AP202510311772262513,600741.SH,东吴证券,2025,2.26,最新摊薄每股收益,7123,9.14,2025-10-31
AP202510311772262513,600741.SH,东吴证券,2026,2.44,最新摊薄每股收益,7683,8.47,2025-10-31
AP202510311772262513,600741.SH,东吴证券,2027,2.54,最新摊薄每股收益,8019,8.12,2025-10-31
AP202510311772267511,603939.SH,东吴证券,2025,1.39,最新摊薄每股收益,1689,17.69,2025-10-31
AP202510311772267511,603939.SH,东吴证券,2026,1.61,最新摊薄每股收益,1955,15.29,2025-10-31
AP202510311772267511,603939.SH,东吴证券,2027,1.87,最新摊薄每股收益,2263,13.21,2025-10-31
AP202510311772285271,601211.SH,东吴证券,2025,1.72,最新摊薄每股收益,30257,11.27,2025-10-31
AP202510311772285271,601211.SH,东吴证券,2026,1.57,最新摊薄每股收益,27652,12.33,2025-10-31
AP202510311772285271,601211.SH,东吴证券,2027,1.70,最新摊薄每股收益,29886,11.41,2025-10-31
AP202510311772285318,601688.SH,东吴证券,2025,1.76,最新摊薄每股收益,15882,12.93,2025-10-31
AP202510311772285318,601688.SH,东吴证券,2026,1.94,最新摊薄每股收益,17550,11.70,2025-10-31
AP202510311772285318,601688.SH,东吴证券,2027,2.07,最新摊薄每股收益,18660,11.01,2025-10-31
AP202510311772285332,603893.SH,东吴证券,2025,2.52,最新摊薄每股收益,1062.43,73.34,2025-10-31
AP202510311772285332,603893.SH,东吴证券,2026,3.44,最新摊薄每股收益,1446.64,53.86,2025-10-31
AP202510311772285332,603893.SH,东吴证券,2027,4.45,最新摊薄每股收益,1873.60,41.59,2025-10-31
AP202510311772285343,601377.SH,东吴证券,2025,0.38,最新摊薄每股收益,3282,18.10,2025-10-31
AP202510311772285343,601377.SH,东吴证券,2026,0.41,最新摊薄每股收益,3521,16.88,2025-10-31
AP202510311772285343,601377.SH,东吴证券,2027,0.44,最新摊薄每股收益,3839,15.48,2025-10-31
AP202510311772381887,601985.SH,东吴证券,2025,0.49,最新摊薄每股收益,10044,19.47,2025-10-31
AP202510311772381887,601985.SH,东吴证券,2026,0.51,最新摊薄每股收益,10398,18.81,2025-10-31
AP202510311772381887,601985.SH,东吴证券,2027,0.56,最新摊薄每股收益,11591,16.88,2025-10-31
AP202510311772388708,600999.SH,东吴证券,2025,1.44,最新摊薄每股收益,12513,12.11,2025-10-31
AP202510311772388708,600999.SH,东吴证券,2026,1.50,最新摊薄每股收益,13069,11.60,2025-10-31
AP202510311772388708,600999.SH,东吴证券,2027,1.61,最新摊薄每股收益,13976,10.85,2025-10-31
AP202511011772780657,600570.SH,东吴证券,2025,0.63,最新摊薄每股收益,1199,50.50,2025-11-01
AP202511011772780657,600570.SH,东吴证券,2026,0.73,最新摊薄每股收益,1385,43.71,2025-11-01
AP202511011772780657,600570.SH,东吴证券,2027,0.87,最新摊薄每股收益,1654,36.61,2025-11-01
AP202511011772790986,600009.SH,东吴证券,2025,0.85,最新摊薄每股收益,2119.22,37.19,2025-11-01
AP202511011772790986,600009.SH,东吴证券,2026,1.06,最新摊薄每股收益,2631.89,29.94,2025-11-01
AP202511011772790986,600009.SH,东吴证券,2027,1.24,最新摊薄每股收益,3081.21,25.58,2025-11-01
AP202511011772791021,000157.SZ,东吴证券,2025,0.58,最新摊薄每股收益,5038,13.79,2025-11-01
AP202511011772791021,000157.SZ,东吴证券,2026,0.70,最新摊薄每股收益,6095,11.39,2025-11-01
AP202511011772791021,000157.SZ,东吴证券,2027,0.85,最新摊薄每股收益,7377,9.41,2025-11-01
AP202511011772797480,000596.SZ,东吴证券,2025,8.61,最新摊薄每股收益,4551,17.58,2025-11-01
AP202511011772797480,000596.SZ,东吴证券,2026,9.75,最新摊薄每股收益,5155,15.52,2025-11-01
AP202511011772797480,000596.SZ,东吴证券,2027,10.88,最新摊薄每股收益,5751,13.91,2025-11-01
AP202511011772797488,600642.SH,东吴证券,2025,0.83,最新摊薄每股收益,4052,9.94,2025-11-01
AP202511011772797488,600642.SH,东吴证券,2026,0.85,最新摊薄每股收益,4144,9.72,2025-11-01
AP202511011772797488,600642.SH,东吴证券,2027,0.88,最新摊薄每股收益,4301,9.37,2025-11-01
AP202511011772797532,603369.SH,东吴证券,2025,2.29,最新摊薄每股收益,2857,16.69,2025-11-01
AP202511011772797532,603369.SH,东吴证券,2026,2.47,最新摊薄每股收益,3075,15.51,2025-11-01
AP202511011772797532,603369.SH,东吴证券,2027,2.74,最新摊薄每股收益,3414,13.97,2025-11-01
AP202511011772810318,002304.SZ,东吴证券,2025,2.43,最新摊薄每股收益,3663,28.72,2025-11-01
AP202511011772810318,002304.SZ,东吴证券,2026,2.61,最新摊薄每股收益,3925,26.81,2025-11-01
AP202511011772810318,002304.SZ,东吴证券,2027,2.85,最新摊薄每股收益,4295,24.49,2025-11-01
AP202511011772815864,600406.SH,东吴证券,2025,1.04,最新摊薄每股收益,8373,23.35,2025-11-01
AP202511011772815864,600406.SH,东吴证券,2026,1.17,最新摊薄每股收益,9390,20.82,2025-11-01
AP202511011772815864,600406.SH,东吴证券,2027,1.31,最新摊薄每股收益,10531,18.56,2025-11-01
AP202511011772815867,603185.SH,东吴证券,2025,0.75,最新摊薄每股收益,509.51,39.29,2025-11-01
AP202511011772815867,603185.SH,东吴证券,2026,1.48,最新摊薄每股收益,1005.66,19.90,2025-11-01
AP202511011772815867,603185.SH,东吴证券,2027,2.07,最新摊薄每股收益,1407.18,14.23,2025-11-01
AP202511011772815874,600104.SH,东吴证券,2025,0.88,最新摊薄每股收益,10161,21.54,2025-11-01
AP202511011772815874,600104.SH,东吴证券,2026,1.12,最新摊薄每股收益,12961,16.89,2025-11-01
AP202511011772815874,600104.SH,东吴证券,2027,1.51,最新摊薄每股收益,17434,12.56,2025-11-01
AP202511011772815904,600132.SH,东吴证券,2025,2.20,最新摊薄每股收益,1067,24.28,2025-11-01
AP202511011772815904,600132.SH,东吴证券,2026,2.43,最新摊薄每股收益,1175,22.04,2025-11-01
AP202511011772815904,600132.SH,东吴证券,2027,2.64,最新摊薄每股收益,1276,20.30,2025-11-01
AP202511011772815933,002001.SZ,东吴证券,2025,2.16,最新摊薄每股收益,6636,11.25,2025-11-01
AP202511011772815933,002001.SZ,东吴证券,2026,2.34,最新摊薄每股收益,7204,10.36,2025-11-01
AP202511011772815933,002001.SZ,东吴证券,2027,2.50,最新摊薄每股收益,7681,9.72,2025-11-01
AP202511011772815944,601127.SH,东吴证券,2025,5.27,最新摊薄每股收益,8612,,2025-11-01
AP202511011772815944,601127.SH,东吴证券,2026,7.44,最新摊薄每股收益,12148,,2025-11-01
AP202511011772815944,601127.SH,东吴证券,2027,9.81,最新摊薄每股收益,16025,,2025-11-01
AP202511011772815956,601881.SH,东吴证券,2025,1.25,最新摊薄每股收益,13708,12.66,2025-11-01
AP202511011772815956,601881.SH,东吴证券,2026,1.34,最新摊薄每股收益,14705,11.80,2025-11-01
AP202511011772815956,601881.SH,东吴证券,2027,1.43,最新摊薄每股收益,15676,11.07,2025-11-01
AP202511011772836302,000776.SZ,东吴证券,2025,1.93,最新摊薄每股收益,14724,11.68,2025-11-01
AP202511011772836302,000776.SZ,东吴证券,2026,2.25,最新摊薄每股收益,17130,10.04,2025-11-01
AP202511011772836302,000776.SZ,东吴证券,2027,2.59,最新摊薄每股收益,19732,8.72,2025-11-01
AP202511011772836313,601766.SH,东吴证券,2025,0.48,最新摊薄每股收益,13808,16.71,2025-11-01
AP202511011772836313,601766.SH,东吴证券,2026,0.51,最新摊薄每股收益,14757,15.64,2025-11-01
AP202511011772836313,601766.SH,东吴证券,2027,0.55,最新摊薄每股收益,15860,14.55,2025-11-01
AP202511011772836319,688223.SH,东吴证券,2025,-0.41,最新摊薄每股收益,-4116.34,-13.78,2025-11-01
AP202511011772836319,688223.SH,东吴证券,2026,0.11,最新摊薄每股收益,1122.61,50.53,2025-11-01
AP202511011772836319,688223.SH,东吴证券,2027,0.35,最新摊薄每股收益,3536.15,16.04,2025-11-01
AP202511011772836350,000039.SZ,东吴证券,2025,0.47,最新摊薄每股收益,2510.57,16.95,2025-11-01
AP202511011772836350,000039.SZ,东吴证券,2026,0.61,最新摊薄每股收益,3277.00,12.98,2025-11-01
AP202511011772836350,000039.SZ,东吴证券,2027,0.79,最新摊薄每股收益,4272.44,9.96,2025-11-01
AP202511011772849361,600958.SH,东吴证券,2025,0.86,最新摊薄每股收益,7339,12.61,2025-11-01
AP202511011772849361,600958.SH,东吴证券,2026,0.92,最新摊薄每股收益,7784,11.89,2025-11-01
AP202511011772849361,600958.SH,东吴证券,2027,0.97,最新摊薄每股收益,8246,11.22,2025-11-01
AP202511011773319631,600166.SH,东吴证券,2025,0.19,最新摊薄每股收益,1473.74,16.12,2025-11-01
AP202511011773319631,600166.SH,东吴证券,2026,0.26,最新摊薄每股收益,2028.86,11.71,2025-11-01
AP202511011773319631,600166.SH,东吴证券,2027,0.27,最新摊薄每股收益,2136.23,11.12,2025-11-01
AP202511011773352889,601012.SH,东吴证券,2025,-0.59,最新摊薄每股收益,-4484,-36.35,2025-11-01
AP202511011773352889,601012.SH,东吴证券,2026,0.41,最新摊薄每股收益,3119,52.26,2025-11-01
AP202511011773352889,601012.SH,东吴证券,2027,0.79,最新摊薄每股收益,6005,27.14,2025-11-01
AP202511021773352895,601456.SH,东吴证券,2025,0.41,最新摊薄每股收益,2321,29.86,2025-11-02
AP202511021773352895,601456.SH,东吴证券,2026,0.40,最新摊薄每股收益,2290,30.27,2025-11-02
AP202511021773352895,601456.SH,东吴证券,2027,0.42,最新摊薄每股收益,2413,28.73,2025-11-02
AP202511021773352906,002812.SZ,东吴证券,2025,0.01,最新摊薄每股收益,5.24,7953.42,2025-11-02
AP202511021773352906,002812.SZ,东吴证券,2026,1.25,最新摊薄每股收益,1209.22,34.49,2025-11-02
AP202511021773352906,002812.SZ,东吴证券,2027,2.07,最新摊薄每股收益,2006.64,20.79,2025-11-02
AP202511021773352913,000800.SZ,东吴证券,2025,0.15,最新摊薄每股收益,722.01,48.94,2025-11-02
AP202511021773352913,000800.SZ,东吴证券,2026,0.21,最新摊薄每股收益,1022.14,34.57,2025-11-02
AP202511021773352913,000800.SZ,东吴证券,2027,0.27,最新摊薄每股收益,1307.29,27.03,2025-11-02
AP202511021773352928,300979.SZ,东吴证券,2025,2.92,最新摊薄每股收益,3411,20.24,2025-11-02
AP202511021773352928,300979.SZ,东吴证券,2026,3.43,最新摊薄每股收益,4000,17.26,2025-11-02
AP202511021773352928,300979.SZ,东吴证券,2027,4.02,最新摊薄每股收益,4687,14.73,2025-11-02
AP202511021773654283,688072.SH,东吴证券,2025,3.57,最新摊薄每股收益,1004.25,85.39,2025-11-02
AP202511021773654283,688072.SH,东吴证券,2026,5.53,最新摊薄每股收益,1554.32,55.17,2025-11-02
AP202511021773654283,688072.SH,东吴证券,2027,7.85,最新摊薄每股收益,2206.52,38.86,2025-11-02
AP202511021773654295,300919.SZ,东吴证券,2025,1.64,最新摊薄每股收益,1539,27.42,2025-11-02
AP202511021773654295,300919.SZ,东吴证券,2026,2.14,最新摊薄每股收益,2005,21.05,2025-11-02
AP202511021773654295,300919.SZ,东吴证券,2027,2.79,最新摊薄每股收益,2614,16.15,2025-11-02
AP202511021773676069,000338.SZ,东吴证券,2025,1.41,最新摊薄每股收益,12301,10.23,2025-11-02
AP202511021773676069,000338.SZ,东吴证券,2026,1.62,最新摊薄每股收益,14084,8.93,2025-11-02
AP202511021773676069,000338.SZ,东吴证券,2027,1.78,最新摊薄每股收益,15490,8.12,2025-11-02
AP202511021773676093,002756.SZ,东吴证券,2025,1.31,最新摊薄每股收益,704.89,31.85,2025-11-02
AP202511021773676093,002756.SZ,东吴证券,2026,1.82,最新摊薄每股收益,979.95,22.91,2025-11-02
AP202511021773676093,002756.SZ,东吴证券,2027,2.62,最新摊薄每股收益,1411.32,15.91,2025-11-02
AP202511021773707592,300394.SZ,东吴证券,2025,3.02,最新摊薄每股收益,2351.02,52.25,2025-11-02
AP202511021773707592,300394.SZ,东吴证券,2026,4.14,最新摊薄每股收益,3217.89,38.17,2025-11-02
AP202511021773707592,300394.SZ,东吴证券,2027,5.19,最新摊薄每股收益,4032.69,30.46,2025-11-02
AP202511021773721639,603233.SH,东吴证券,2025,1.06,最新摊薄每股收益,1205.31,17.24,2025-11-02
AP202511021773721639,603233.SH,东吴证券,2026,1.22,最新摊薄每股收益,1388.09,14.97,2025-11-02
AP202511021773721639,603233.SH,东吴证券,2027,1.41,最新摊薄每股收益,1603.03,12.97,2025-11-02
AP202511021773734661,300207.SZ,东吴证券,2025,1.11,最新摊薄每股收益,2050,29.95,2025-11-02
AP202511021773734661,300207.SZ,东吴证券,2026,1.63,最新摊薄每股收益,3003,20.44,2025-11-02
AP202511021773734661,300207.SZ,东吴证券,2027,2.23,最新摊薄每股收益,4113,14.93,2025-11-02
AP202511021773734723,600998.SH,东吴证券,2025,0.53,最新摊薄每股收益,2694,9.51,2025-11-02
AP202511021773734723,600998.SH,东吴证券,2026,0.56,最新摊薄每股收益,2818,9.09,2025-11-02
AP202511021773734723,600998.SH,东吴证券,2027,0.62,最新摊薄每股收益,3108,8.24,2025-11-02
AP202511021773747373,600754.SH,东吴证券,2025,0.76,最新摊薄每股收益,815.66,28.47,2025-11-02
AP202511021773747373,600754.SH,东吴证券,2026,1.04,最新摊薄每股收益,1110.76,20.91,2025-11-02
AP202511021773747373,600754.SH,东吴证券,2027,1.19,最新摊薄每股收益,1266.27,18.34,2025-11-02
AP202511021773762787,600803.SH,东吴证券,2025,1.66,最新摊薄每股收益,5147,11.75,2025-11-02
AP202511021773762787,600803.SH,东吴证券,2026,1.78,最新摊薄每股收益,5522,10.95,2025-11-02
AP202511021773762787,600803.SH,东吴证券,2027,2.04,最新摊薄每股收益,6322,9.56,2025-11-02
AP202511021773788918,300888.SZ,东吴证券,2025,1.79,最新摊薄每股收益,1044.52,23.03,2025-11-02
AP202511021773788918,300888.SZ,东吴证券,2026,2.12,最新摊薄每股收益,1237.42,19.44,2025-11-02
AP202511021773788918,300888.SZ,东吴证券,2027,2.57,最新摊薄每股收益,1494.17,16.10,2025-11-02
AP202511021773832389,600398.SH,东吴证券,2025,0.46,最新摊薄每股收益,2210,13.45,2025-11-02
AP202511021773832389,600398.SH,东吴证券,2026,0.52,最新摊薄每股收益,2511,11.84,2025-11-02
AP202511021773832389,600398.SH,东吴证券,2027,0.57,最新摊薄每股收益,2735,10.87,2025-11-02
AP202511021773856418,603806.SH,东吴证券,2025,0.39,最新摊薄每股收益,1011,40.67,2025-11-02
AP202511021773856418,603806.SH,东吴证券,2026,0.61,最新摊薄每股收益,1602,25.67,2025-11-02
AP202511021773856418,603806.SH,东吴证券,2027,0.83,最新摊薄每股收益,2176,18.89,2025-11-02
AP202511021773856441,600031.SH,东吴证券,2025,0.93,最新摊薄每股收益,8499,24.12,2025-11-02
AP202511021773856441,600031.SH,东吴证券,2026,1.22,最新摊薄每股收益,11136,18.41,2025-11-02
AP202511021773856441,600031.SH,东吴证券,2027,1.40,最新摊薄每股收益,12709,16.13,2025-11-02
AP202511021773875495,002050.SZ,东吴证券,2025,0.99,最新摊薄每股收益,4160,51.82,2025-11-02
AP202511021773875495,002050.SZ,东吴证券,2026,1.17,最新摊薄每股收益,4904,43.96,2025-11-02
AP202511021773875495,002050.SZ,东吴证券,2027,1.56,最新摊薄每股收益,6585,32.74,2025-11-02
AP202511021773899777,300866.SZ,东吴证券,2025,4.80,最新摊薄每股收益,2574,24.35,2025-11-02
AP202511021773899777,300866.SZ,东吴证券,2026,6.10,最新摊薄每股收益,3272,19.16,2025-11-02
AP202511021773899777,300866.SZ,东吴证券,2027,7.30,最新摊薄每股收益,3912,16.02,2025-11-02
AP202511021773899791,002371.SZ,东吴证券,2025,8.99,最新摊薄每股收益,6512,45.28,2025-11-02
AP202511021773899791,002371.SZ,东吴证券,2026,12.15,最新摊薄每股收益,8802,33.50,2025-11-02
AP202511021773899791,002371.SZ,东吴证券,2027,15.31,最新摊薄每股收益,11087,26.59,2025-11-02
AP202511021773918884,688363.SH,东吴证券,2025,0.78,最新摊薄每股收益,375.79,69.20,2025-11-02
AP202511021773918884,688363.SH,东吴证券,2026,1.08,最新摊薄每股收益,519.39,50.07,2025-11-02
AP202511021773918884,688363.SH,东吴证券,2027,1.30,最新摊薄每股收益,624.22,41.66,2025-11-02
AP202511021773918928,601615.SH,东吴证券,2025,0.52,最新摊薄每股收益,1179.92,29.15,2025-11-02
AP202511021773918928,601615.SH,东吴证券,2026,1.07,最新摊薄每股收益,2438.44,14.10,2025-11-02
AP202511021773918928,601615.SH,东吴证券,2027,1.48,最新摊薄每股收益,3358.40,10.24,2025-11-02
AP202511031774218923,300418.SZ,东吴证券,2025,-0.69,最新摊薄每股收益,-865.57,,2025-11-03
AP202511031774218923,300418.SZ,东吴证券,2026,-0.34,最新摊薄每股收益,-422.60,,2025-11-03
AP202511031774218923,300418.SZ,东吴证券,2027,0.08,最新摊薄每股收益,103.88,,2025-11-03
AP202511031774225406,002027.SZ,东吴证券,2025,0.39,最新摊薄每股收益,5648,19.82,2025-11-03
AP202511031774225406,002027.SZ,东吴证券,2026,0.49,最新摊薄每股收益,7043,15.89,2025-11-03
AP202511031774225406,002027.SZ,东吴证券,2027,0.54,最新摊薄每股收益,7771,14.40,2025-11-03
AP202511031774236118,000338.SZ,东吴证券,2025,1.48,最新摊薄每股收益,12863,9.78,2025-11-03
AP202511031774236118,000338.SZ,东吴证券,2026,1.74,最新摊薄每股收益,15152,8.30,2025-11-03
AP202511031774236118,000338.SZ,东吴证券,2027,1.84,最新摊薄每股收益,16011,7.86,2025-11-03
AP202511031774255249,002624.SZ,东吴证券,2025,0.40,最新摊薄每股收益,775.17,42.87,2025-11-03
AP202511031774255249,002624.SZ,东吴证券,2026,0.74,最新摊薄每股收益,1426.70,23.29,2025-11-03
AP202511031774255249,002624.SZ,东吴证券,2027,0.90,最新摊薄每股收益,1747.71,19.01,2025-11-03
AP202511031774341762,300308.SZ,东吴证券,2025,8.91,最新摊薄每股收益,9903,53.07,2025-11-03
AP202511031774341762,300308.SZ,东吴证券,2026,12.97,最新摊薄每股收益,14406,36.48,2025-11-03
AP202511031774341762,300308.SZ,东吴证券,2027,16.55,最新摊薄每股收益,18385,28.59,2025-11-03
AP202511031774431401,601689.SH,东吴证券,2025,1.62,最新摊薄每股收益,2813,45.75,2025-11-03
