研报编号,证券代码,公司名称,预测机构,预测目标年度,预测每股收益_原文数值,原文单位,研报落款日,较晚公开日期,原文最新总股本_百万股,原件页码,原文预测行
AP202504301665125265,603288.SH,海天味业,国信证券,2026,1.40,元/股,2025-04-30,2025-04-30,,1,每股收益(元) 1.01 1.14 1.28 1.40 1.52
AP202504301665125265,603288.SH,海天味业,国信证券,2027,1.52,元/股,2025-04-30,2025-04-30,,1,每股收益(元) 1.01 1.14 1.28 1.40 1.52
AP202505011665789794,300413.SZ,芒果超媒,国信证券,2025,1.00,元/股,2025-04-29,2025-05-01,,1,每股收益(元) 1.90 0.73 1.00 1.26 1.52
AP202505011665789794,300413.SZ,芒果超媒,国信证券,2026,1.26,元/股,2025-04-29,2025-05-01,,1,每股收益(元) 1.90 0.73 1.00 1.26 1.52
AP202505011665789794,300413.SZ,芒果超媒,国信证券,2027,1.52,元/股,2025-04-29,2025-05-01,,1,每股收益(元) 1.90 0.73 1.00 1.26 1.52
AP202505011665789777,300059.SZ,东方财富,国信证券,2025,0.69,元/股,2025-04-28,2025-05-02,,1,摊薄每股收益(元) 0.52 0.61 0.69 0.77 0.86
AP202505011665789777,300059.SZ,东方财富,国信证券,2026,0.77,元/股,2025-04-28,2025-05-02,,1,摊薄每股收益(元) 0.52 0.61 0.69 0.77 0.86
AP202505011665789777,300059.SZ,东方财富,国信证券,2027,0.86,元/股,2025-04-28,2025-05-02,,1,摊薄每股收益(元) 0.52 0.61 0.69 0.77 0.86
AP202505031666620202,601288.SH,农业银行,国信证券,2025,0.79,元/股,2025-04-30,2025-05-03,,1,摊薄每股收益(元) 0.77 0.75 0.79 0.82 0.87
AP202505031666620202,601288.SH,农业银行,国信证券,2026,0.82,元/股,2025-04-30,2025-05-03,,1,摊薄每股收益(元) 0.77 0.75 0.79 0.82 0.87
AP202505031666620202,601288.SH,农业银行,国信证券,2027,0.87,元/股,2025-04-30,2025-05-03,,1,摊薄每股收益(元) 0.77 0.75 0.79 0.82 0.87
AP202505031666620203,002839.SZ,张家港行,国信证券,2025,0.80,元/股,2025-05-01,2025-05-03,,1,摊薄每股收益(元) 0.73 0.77 0.80 0.83 0.88
AP202505031666620203,002839.SZ,张家港行,国信证券,2026,0.83,元/股,2025-05-01,2025-05-03,,1,摊薄每股收益(元) 0.73 0.77 0.80 0.83 0.88
AP202505031666620203,002839.SZ,张家港行,国信证券,2027,0.88,元/股,2025-05-01,2025-05-03,,1,摊薄每股收益(元) 0.73 0.77 0.80 0.83 0.88
AP202505041667199359,601118.SH,海南橡胶,国信证券,2025,0.02,元/股,2025-05-03,2025-05-04,,1,每股收益(元) 0.07 0.02 0.02 0.06 0.11
AP202505041667199359,601118.SH,海南橡胶,国信证券,2026,0.06,元/股,2025-05-03,2025-05-04,,1,每股收益(元) 0.07 0.02 0.02 0.06 0.11
AP202505041667199359,601118.SH,海南橡胶,国信证券,2027,0.11,元/股,2025-05-03,2025-05-04,,1,每股收益(元) 0.07 0.02 0.02 0.06 0.11
AP202505041667199361,000938.SZ,紫光股份,国信证券,2025,0.70,元/股,2025-05-04,2025-05-04,,1,每股收益(元) 0.74 0.55 0.70 0.86 1.04
AP202505041667199361,000938.SZ,紫光股份,国信证券,2026,0.86,元/股,2025-05-04,2025-05-04,,1,每股收益(元) 0.74 0.55 0.70 0.86 1.04
AP202505041667199361,000938.SZ,紫光股份,国信证券,2027,1.04,元/股,2025-05-04,2025-05-04,,1,每股收益(元) 0.74 0.55 0.70 0.86 1.04
AP202505011665789778,300133.SZ,华策影视,国信证券,2025,0.23,元/股,2025-04-29,2025-05-06,,1,每股收益(元) 0.20 0.13 0.23 0.27 0.29
AP202505011665789778,300133.SZ,华策影视,国信证券,2026,0.27,元/股,2025-04-29,2025-05-06,,1,每股收益(元) 0.20 0.13 0.23 0.27 0.29
AP202505011665789778,300133.SZ,华策影视,国信证券,2027,0.29,元/股,2025-04-29,2025-05-06,,1,每股收益(元) 0.20 0.13 0.23 0.27 0.29
AP202505011665789781,002299.SZ,圣农发展,国信证券,2025,0.76,元/股,2025-04-29,2025-05-06,,1,每股收益(元) 0.53 0.58 0.76 0.97 1.19
AP202505011665789781,002299.SZ,圣农发展,国信证券,2026,0.97,元/股,2025-04-29,2025-05-06,,1,每股收益(元) 0.53 0.58 0.76 0.97 1.19
AP202505011665789781,002299.SZ,圣农发展,国信证券,2027,1.19,元/股,2025-04-29,2025-05-06,,1,每股收益(元) 0.53 0.58 0.76 0.97 1.19
AP202505061668277770,601825.SH,沪农商行,国信证券,2025,1.29,元/股,2025-05-01,2025-05-06,,1,摊薄每股收益(元) 1.26 1.27 1.29 1.33 1.37
AP202505061668277770,601825.SH,沪农商行,国信证券,2026,1.33,元/股,2025-05-01,2025-05-06,,1,摊薄每股收益(元) 1.26 1.27 1.29 1.33 1.37
AP202505061668277770,601825.SH,沪农商行,国信证券,2027,1.37,元/股,2025-05-01,2025-05-06,,1,摊薄每股收益(元) 1.26 1.27 1.29 1.33 1.37
AP202505071668959185,600489.SH,中金黄金,国信证券,2025,0.95,元/股,2025-05-07,2025-05-07,,1,每股收益(元) 0.61 0.70 0.95 1.04 1.14
AP202505071668959185,600489.SH,中金黄金,国信证券,2026,1.04,元/股,2025-05-07,2025-05-07,,1,每股收益(元) 0.61 0.70 0.95 1.04 1.14
AP202505071668959185,600489.SH,中金黄金,国信证券,2027,1.14,元/股,2025-05-07,2025-05-07,,1,每股收益(元) 0.61 0.70 0.95 1.04 1.14
AP202505071668959199,000999.SZ,华润三九,国信证券,2025,2.91,元/股,2025-05-07,2025-05-07,,1,每股收益(元) 2.22 2.62 2.91 3.18 3.78
AP202505071668959199,000999.SZ,华润三九,国信证券,2026,3.18,元/股,2025-05-07,2025-05-07,,1,每股收益(元) 2.22 2.62 2.91 3.18 3.78
AP202505071668959199,000999.SZ,华润三九,国信证券,2027,3.78,元/股,2025-05-07,2025-05-07,,1,每股收益(元) 2.22 2.62 2.91 3.18 3.78
AP202505071668959203,688271.SH,联影医疗,国信证券,2025,2.07,元/股,2025-05-07,2025-05-07,,1,每股收益(元) 2.40 1.53 2.07 2.52 2.82
AP202505071668959203,688271.SH,联影医疗,国信证券,2026,2.52,元/股,2025-05-07,2025-05-07,,1,每股收益(元) 2.40 1.53 2.07 2.52 2.82
AP202505071668959203,688271.SH,联影医疗,国信证券,2027,2.82,元/股,2025-05-07,2025-05-07,,1,每股收益(元) 2.40 1.53 2.07 2.52 2.82
AP202505071668959250,002837.SZ,英维克,国信证券,2025,1.07,元/股,2025-04-27,2025-05-07,,1,每股收益(元) 0.61 0.61 1.07 1.37 1.74
AP202505071668959250,002837.SZ,英维克,国信证券,2026,1.37,元/股,2025-04-27,2025-05-07,,1,每股收益(元) 0.61 0.61 1.07 1.37 1.74
AP202505071668959250,002837.SZ,英维克,国信证券,2027,1.74,元/股,2025-04-27,2025-05-07,,1,每股收益(元) 0.61 0.61 1.07 1.37 1.74
AP202505071669033587,002831.SZ,裕同科技,国信证券,2025,1.80,元/股,2025-05-06,2025-05-07,,1,每股收益(元) 1.55 1.51 1.80 2.05 2.27
AP202505071669033587,002831.SZ,裕同科技,国信证券,2026,2.05,元/股,2025-05-06,2025-05-07,,1,每股收益(元) 1.55 1.51 1.80 2.05 2.27
AP202505071669033587,002831.SZ,裕同科技,国信证券,2027,2.27,元/股,2025-05-06,2025-05-07,,1,每股收益(元) 1.55 1.51 1.80 2.05 2.27
AP202505071669038505,000725.SZ,京东方A,国信证券,2025,0.23,元/股,2025-05-06,2025-05-07,,1,每股收益(元) 0.07 0.14 0.23 0.32 0.39
AP202505071669038505,000725.SZ,京东方A,国信证券,2026,0.32,元/股,2025-05-06,2025-05-07,,1,每股收益(元) 0.07 0.14 0.23 0.32 0.39
AP202505071669038505,000725.SZ,京东方A,国信证券,2027,0.39,元/股,2025-05-06,2025-05-07,,1,每股收益(元) 0.07 0.14 0.23 0.32 0.39
AP202505071669038508,603296.SH,华勤技术,国信证券,2025,3.63,元/股,2025-05-06,2025-05-07,,1,每股收益(元) 3.74 2.88 3.63 4.33 5.24
AP202505071669038508,603296.SH,华勤技术,国信证券,2026,4.33,元/股,2025-05-06,2025-05-07,,1,每股收益(元) 3.74 2.88 3.63 4.33 5.24
AP202505071669038508,603296.SH,华勤技术,国信证券,2027,5.24,元/股,2025-05-06,2025-05-07,,1,每股收益(元) 3.74 2.88 3.63 4.33 5.24
AP202505071669038509,603899.SH,晨光股份,国信证券,2025,1.70,元/股,2025-05-06,2025-05-07,,1,每股收益(元) 1.65 1.51 1.70 1.91 2.12
AP202505071669038509,603899.SH,晨光股份,国信证券,2026,1.91,元/股,2025-05-06,2025-05-07,,1,每股收益(元) 1.65 1.51 1.70 1.91 2.12
AP202505071669038509,603899.SH,晨光股份,国信证券,2027,2.12,元/股,2025-05-06,2025-05-07,,1,每股收益(元) 1.65 1.51 1.70 1.91 2.12
AP202505071669038515,603501.SH,韦尔股份,国信证券,2025,3.72,元/股,2025-05-06,2025-05-07,,1,每股收益(元) 0.46 2.73 3.72 4.60 5.55
AP202505071669038515,603501.SH,韦尔股份,国信证券,2026,4.60,元/股,2025-05-06,2025-05-07,,1,每股收益(元) 0.46 2.73 3.72 4.60 5.55
AP202505071669038515,603501.SH,韦尔股份,国信证券,2027,5.55,元/股,2025-05-06,2025-05-07,,1,每股收益(元) 0.46 2.73 3.72 4.60 5.55
AP202505081669454956,300888.SZ,稳健医疗,国信证券,2025,1.80,元/股,2025-04-30,2025-05-08,,2,每股收益(元) 0.98 1.19 1.80 2.08 2.40
AP202505081669454956,300888.SZ,稳健医疗,国信证券,2026,2.08,元/股,2025-04-30,2025-05-08,,2,每股收益(元) 0.98 1.19 1.80 2.08 2.40
AP202505081669454956,300888.SZ,稳健医疗,国信证券,2027,2.40,元/股,2025-04-30,2025-05-08,,2,每股收益(元) 0.98 1.19 1.80 2.08 2.40
AP202505091669881294,601985.SH,中国核电,国信证券,2025,0.50,元/股,2025-05-07,2025-05-09,,1,每股收益(元) 0.56 0.43 0.50 0.55 0.62
AP202505091669881294,601985.SH,中国核电,国信证券,2026,0.55,元/股,2025-05-07,2025-05-09,,1,每股收益(元) 0.56 0.43 0.50 0.55 0.62
AP202505091669881294,601985.SH,中国核电,国信证券,2027,0.62,元/股,2025-05-07,2025-05-09,,1,每股收益(元) 0.56 0.43 0.50 0.55 0.62
AP202505091669881317,601966.SH,玲珑轮胎,国信证券,2025,1.42,元/股,2025-05-05,2025-05-09,,1,每股收益(元) 0.94 1.20 1.42 1.60 1.77
AP202505091669881317,601966.SH,玲珑轮胎,国信证券,2026,1.60,元/股,2025-05-05,2025-05-09,,1,每股收益(元) 0.94 1.20 1.42 1.60 1.77
AP202505091669881317,601966.SH,玲珑轮胎,国信证券,2027,1.77,元/股,2025-05-05,2025-05-09,,1,每股收益(元) 0.94 1.20 1.42 1.60 1.77
AP202505091669881337,603833.SH,欧派家居,国信证券,2025,4.52,元/股,2025-05-06,2025-05-09,,1,每股收益(元) 4.98 4.27 4.52 4.98 5.36
AP202505091669881337,603833.SH,欧派家居,国信证券,2026,4.98,元/股,2025-05-06,2025-05-09,,1,每股收益(元) 4.98 4.27 4.52 4.98 5.36
AP202505091669881337,603833.SH,欧派家居,国信证券,2027,5.36,元/股,2025-05-06,2025-05-09,,1,每股收益(元) 4.98 4.27 4.52 4.98 5.36
AP202505091669881341,002572.SZ,索菲亚,国信证券,2025,1.36,元/股,2025-05-06,2025-05-09,,1,每股收益(元) 1.31 1.00 1.36 1.51 1.67
AP202505091669881341,002572.SZ,索菲亚,国信证券,2026,1.51,元/股,2025-05-06,2025-05-09,,1,每股收益(元) 1.31 1.00 1.36 1.51 1.67
AP202505091669881341,002572.SZ,索菲亚,国信证券,2027,1.67,元/股,2025-05-06,2025-05-09,,1,每股收益(元) 1.31 1.00 1.36 1.51 1.67
AP202505091669891601,002508.SZ,老板电器,国信证券,2025,1.74,元/股,2025-05-06,2025-05-09,,1,每股收益(元) 1.83 1.67 1.74 1.85 1.94
AP202505091669891601,002508.SZ,老板电器,国信证券,2026,1.85,元/股,2025-05-06,2025-05-09,,1,每股收益(元) 1.83 1.67 1.74 1.85 1.94
AP202505091669891601,002508.SZ,老板电器,国信证券,2027,1.94,元/股,2025-05-06,2025-05-09,,1,每股收益(元) 1.83 1.67 1.74 1.85 1.94
AP202505091669891611,601225.SH,陕西煤业,国信证券,2025,1.92,元/股,2025-05-06,2025-05-09,,2,每股收益(元) 2.19 2.31 1.92 1.96 2.00
AP202505091669891611,601225.SH,陕西煤业,国信证券,2026,1.96,元/股,2025-05-06,2025-05-09,,2,每股收益(元) 2.19 2.31 1.92 1.96 2.00
AP202505091669891611,601225.SH,陕西煤业,国信证券,2027,2.00,元/股,2025-05-06,2025-05-09,,2,每股收益(元) 2.19 2.31 1.92 1.96 2.00
AP202505091669891624,600905.SH,三峡能源,国信证券,2025,0.24,元/股,2025-05-06,2025-05-09,,1,每股收益(元) 0.25 0.21 0.24 0.25 0.27
AP202505091669891624,600905.SH,三峡能源,国信证券,2026,0.25,元/股,2025-05-06,2025-05-09,,1,每股收益(元) 0.25 0.21 0.24 0.25 0.27
AP202505091669891624,600905.SH,三峡能源,国信证券,2027,0.27,元/股,2025-05-06,2025-05-09,,1,每股收益(元) 0.25 0.21 0.24 0.25 0.27
AP202505091669891626,600176.SH,中国巨石,国信证券,2025,0.84,元/股,2025-05-09,2025-05-09,,1,每股收益(元) 0.76 0.61 0.84 1.01 1.17
AP202505091669891626,600176.SH,中国巨石,国信证券,2026,1.01,元/股,2025-05-09,2025-05-09,,1,每股收益(元) 0.76 0.61 0.84 1.01 1.17
AP202505091669891626,600176.SH,中国巨石,国信证券,2027,1.17,元/股,2025-05-09,2025-05-09,,1,每股收益(元) 0.76 0.61 0.84 1.01 1.17
AP202505091669891627,000786.SZ,北新建材,国信证券,2025,2.61,元/股,2025-05-09,2025-05-09,,1,每股收益(元) 2.09 2.16 2.61 3.00 3.38
AP202505091669891627,000786.SZ,北新建材,国信证券,2026,3.00,元/股,2025-05-09,2025-05-09,,1,每股收益(元) 2.09 2.16 2.61 3.00 3.38
AP202505091669891627,000786.SZ,北新建材,国信证券,2027,3.38,元/股,2025-05-09,2025-05-09,,1,每股收益(元) 2.09 2.16 2.61 3.00 3.38
AP202505091669902435,300498.SZ,温氏股份,国信证券,2025,1.45,元/股,2025-05-05,2025-05-09,,1,每股收益(元) -0.96 1.39 1.45 1.09 0.81
AP202505091669902435,300498.SZ,温氏股份,国信证券,2026,1.09,元/股,2025-05-05,2025-05-09,,1,每股收益(元) -0.96 1.39 1.45 1.09 0.81
AP202505091669902435,300498.SZ,温氏股份,国信证券,2027,0.81,元/股,2025-05-05,2025-05-09,,1,每股收益(元) -0.96 1.39 1.45 1.09 0.81
AP202505091669999074,002085.SZ,万丰奥威,国信证券,2025,0.47,元/股,2025-05-08,2025-05-09,,1,每股收益(元) 0.34 0.31 0.47 0.56 0.66
AP202505091669999074,002085.SZ,万丰奥威,国信证券,2026,0.56,元/股,2025-05-08,2025-05-09,,1,每股收益(元) 0.34 0.31 0.47 0.56 0.66
AP202505091669999074,002085.SZ,万丰奥威,国信证券,2027,0.66,元/股,2025-05-08,2025-05-09,,1,每股收益(元) 0.34 0.31 0.47 0.56 0.66
AP202505091669999096,300919.SZ,中伟股份,国信证券,2025,2.07,元/股,2025-05-08,2025-05-09,,1,每股收益(元) 2.91 1.57 2.07 2.67 3.32
AP202505091669999096,300919.SZ,中伟股份,国信证券,2026,2.67,元/股,2025-05-08,2025-05-09,,1,每股收益(元) 2.91 1.57 2.07 2.67 3.32
AP202505091669999096,300919.SZ,中伟股份,国信证券,2027,3.32,元/股,2025-05-08,2025-05-09,,1,每股收益(元) 2.91 1.57 2.07 2.67 3.32
AP202505091670023113,601689.SH,拓普集团,国信证券,2025,2.04,元/股,2025-05-04,2025-05-09,,1,每股收益(元) 1.95 1.78 2.04 2.55 3.11
AP202505091670023113,601689.SH,拓普集团,国信证券,2026,2.55,元/股,2025-05-04,2025-05-09,,1,每股收益(元) 1.95 1.78 2.04 2.55 3.11
AP202505091670023113,601689.SH,拓普集团,国信证券,2027,3.11,元/股,2025-05-04,2025-05-09,,1,每股收益(元) 1.95 1.78 2.04 2.55 3.11
AP202505091670037113,688012.SH,中微公司,国信证券,2025,3.59,元/股,2025-05-05,2025-05-09,,1,每股收益(元) 2.88 2.60 3.59 5.04 6.40
AP202505091670037113,688012.SH,中微公司,国信证券,2026,5.04,元/股,2025-05-05,2025-05-09,,1,每股收益(元) 2.88 2.60 3.59 5.04 6.40
AP202505091670037113,688012.SH,中微公司,国信证券,2027,6.40,元/股,2025-05-05,2025-05-09,,1,每股收益(元) 2.88 2.60 3.59 5.04 6.40
AP202505091670037114,301308.SZ,江波龙,国信证券,2025,1.28,元/股,2025-05-05,2025-05-09,,1,每股收益(元) -2.01 1.20 1.28 2.01 2.42
AP202505091670037114,301308.SZ,江波龙,国信证券,2026,2.01,元/股,2025-05-05,2025-05-09,,1,每股收益(元) -2.01 1.20 1.28 2.01 2.42
AP202505091670037114,301308.SZ,江波龙,国信证券,2027,2.42,元/股,2025-05-05,2025-05-09,,1,每股收益(元) -2.01 1.20 1.28 2.01 2.42
AP202505121671505016,300999.SZ,金龙鱼,国信证券,2025,0.58,元/股,2025-05-11,2025-05-12,,1,每股收益(元) 0.53 0.46 0.58 0.67 0.72
AP202505121671505016,300999.SZ,金龙鱼,国信证券,2026,0.67,元/股,2025-05-11,2025-05-12,,1,每股收益(元) 0.53 0.46 0.58 0.67 0.72
AP202505121671505016,300999.SZ,金龙鱼,国信证券,2027,0.72,元/股,2025-05-11,2025-05-12,,1,每股收益(元) 0.53 0.46 0.58 0.67 0.72
AP202505121671505019,601633.SH,长城汽车,国信证券,2025,1.62,元/股,2025-05-11,2025-05-12,,1,每股收益(元) 0.83 1.48 1.62 1.89 2.20
AP202505121671505019,601633.SH,长城汽车,国信证券,2026,1.89,元/股,2025-05-11,2025-05-12,,1,每股收益(元) 0.83 1.48 1.62 1.89 2.20
AP202505121671505019,601633.SH,长城汽车,国信证券,2027,2.20,元/股,2025-05-11,2025-05-12,,1,每股收益(元) 0.83 1.48 1.62 1.89 2.20
AP202505121671571592,600048.SH,保利发展,国信证券,2025,0.43,元/股,2025-05-12,2025-05-12,,1,每股收益(元) 1.01 0.42 0.43 0.44 0.46
AP202505121671571592,600048.SH,保利发展,国信证券,2026,0.44,元/股,2025-05-12,2025-05-12,,1,每股收益(元) 1.01 0.42 0.43 0.44 0.46
AP202505121671571592,600048.SH,保利发展,国信证券,2027,0.46,元/股,2025-05-12,2025-05-12,,1,每股收益(元) 1.01 0.42 0.43 0.44 0.46
AP202505121671586848,000999.SZ,华润三九,国信证券,2025,2.91,元/股,2025-05-09,2025-05-12,,1,每股收益(元) 2.22 2.62 2.91 3.18 3.78
AP202505121671586848,000999.SZ,华润三九,国信证券,2026,3.18,元/股,2025-05-09,2025-05-12,,1,每股收益(元) 2.22 2.62 2.91 3.18 3.78
AP202505121671586848,000999.SZ,华润三九,国信证券,2027,3.78,元/股,2025-05-09,2025-05-12,,1,每股收益(元) 2.22 2.62 2.91 3.18 3.78
AP202505121671586851,603259.SH,药明康德,国信证券,2025,3.86,元/股,2025-05-09,2025-05-12,,1,每股收益(元) 2.82 3.27 3.86 4.41 5.02
AP202505121671586851,603259.SH,药明康德,国信证券,2026,4.41,元/股,2025-05-09,2025-05-12,,1,每股收益(元) 2.82 3.27 3.86 4.41 5.02
AP202505121671586851,603259.SH,药明康德,国信证券,2027,5.02,元/股,2025-05-09,2025-05-12,,1,每股收益(元) 2.82 3.27 3.86 4.41 5.02
AP202505121671611521,600900.SH,长江电力,国信证券,2025,1.41,元/股,2025-05-11,2025-05-12,,1,每股收益(元) 1.11 1.33 1.41 1.49 1.53
AP202505121671611521,600900.SH,长江电力,国信证券,2026,1.49,元/股,2025-05-11,2025-05-12,,1,每股收益(元) 1.11 1.33 1.41 1.49 1.53
AP202505121671611521,600900.SH,长江电力,国信证券,2027,1.53,元/股,2025-05-11,2025-05-12,,1,每股收益(元) 1.11 1.33 1.41 1.49 1.53
AP202505121671667752,002271.SZ,东方雨虹,国信证券,2025,0.54,元/股,2025-05-11,2025-05-12,,1,每股收益(元) 0.93 0.04 0.54 0.70 0.88
AP202505121671667752,002271.SZ,东方雨虹,国信证券,2026,0.70,元/股,2025-05-11,2025-05-12,,1,每股收益(元) 0.93 0.04 0.54 0.70 0.88
AP202505121671667752,002271.SZ,东方雨虹,国信证券,2027,0.88,元/股,2025-05-11,2025-05-12,,1,每股收益(元) 0.93 0.04 0.54 0.70 0.88
AP202505121671669865,688036.SH,传音控股,国信证券,2025,5.32,元/股,2025-05-11,2025-05-12,,1,每股收益(元) 6.86 4.87 5.32 6.12 6.99
AP202505121671669865,688036.SH,传音控股,国信证券,2026,6.12,元/股,2025-05-11,2025-05-12,,1,每股收益(元) 6.86 4.87 5.32 6.12 6.99
AP202505121671669865,688036.SH,传音控股,国信证券,2027,6.99,元/股,2025-05-11,2025-05-12,,1,每股收益(元) 6.86 4.87 5.32 6.12 6.99
AP202505121671669880,601138.SH,工业富联,国信证券,2025,1.45,元/股,2025-05-11,2025-05-12,,1,每股收益(元) 1.06 1.17 1.45 1.71 2.06
AP202505121671669880,601138.SH,工业富联,国信证券,2026,1.71,元/股,2025-05-11,2025-05-12,,1,每股收益(元) 1.06 1.17 1.45 1.71 2.06
AP202505121671669880,601138.SH,工业富联,国信证券,2027,2.06,元/股,2025-05-11,2025-05-12,,1,每股收益(元) 1.06 1.17 1.45 1.71 2.06
AP202505121671671796,002384.SZ,东山精密,国信证券,2025,1.55,元/股,2025-05-12,2025-05-12,,1,每股收益(元) 1.15 0.64 1.55 1.97 2.40
AP202505121671671796,002384.SZ,东山精密,国信证券,2026,1.97,元/股,2025-05-12,2025-05-12,,1,每股收益(元) 1.15 0.64 1.55 1.97 2.40
AP202505121671671796,002384.SZ,东山精密,国信证券,2027,2.40,元/股,2025-05-12,2025-05-12,,1,每股收益(元) 1.15 0.64 1.55 1.97 2.40
AP202505131672036662,601816.SH,京沪高铁,国信证券,2025,0.27,元/股,2025-05-12,2025-05-13,,1,每股收益(元) 0.24 0.26 0.27 0.29 0.30
AP202505131672036662,601816.SH,京沪高铁,国信证券,2026,0.29,元/股,2025-05-12,2025-05-13,,1,每股收益(元) 0.24 0.26 0.27 0.29 0.30
AP202505131672036662,601816.SH,京沪高铁,国信证券,2027,0.30,元/股,2025-05-12,2025-05-13,,1,每股收益(元) 0.24 0.26 0.27 0.29 0.30
AP202505131672036663,601021.SH,春秋航空,国信证券,2025,2.64,元/股,2025-05-12,2025-05-13,,1,每股收益(元) 2.31 2.32 2.64 3.21 3.85
AP202505131672036663,601021.SH,春秋航空,国信证券,2026,3.21,元/股,2025-05-12,2025-05-13,,1,每股收益(元) 2.31 2.32 2.64 3.21 3.85
AP202505131672036663,601021.SH,春秋航空,国信证券,2027,3.85,元/股,2025-05-12,2025-05-13,,1,每股收益(元) 2.31 2.32 2.64 3.21 3.85
AP202505131672067014,600875.SH,东方电气,国信证券,2025,1.28,元/股,2025-05-13,2025-05-13,,1,每股收益(元) 1.14 0.94 1.28 1.63 1.80
AP202505131672067014,600875.SH,东方电气,国信证券,2026,1.63,元/股,2025-05-13,2025-05-13,,1,每股收益(元) 1.14 0.94 1.28 1.63 1.80
AP202505131672067014,600875.SH,东方电气,国信证券,2027,1.80,元/股,2025-05-13,2025-05-13,,1,每股收益(元) 1.14 0.94 1.28 1.63 1.80
AP202505131672221405,300832.SZ,新产业,国信证券,2025,2.59,元/股,2025-05-13,2025-05-13,,1,每股收益(元) 2.10 2.33 2.59 3.09 3.67
AP202505131672221405,300832.SZ,新产业,国信证券,2026,3.09,元/股,2025-05-13,2025-05-13,,1,每股收益(元) 2.10 2.33 2.59 3.09 3.67
AP202505131672221405,300832.SZ,新产业,国信证券,2027,3.67,元/股,2025-05-13,2025-05-13,,1,每股收益(元) 2.10 2.33 2.59 3.09 3.67
AP202505151673290363,002353.SZ,杰瑞股份,国信证券,2025,2.94,元/股,2025-05-15,2025-05-15,,1,每股收益(元) 2.40 2.57 2.94 3.34 3.80
AP202505151673290363,002353.SZ,杰瑞股份,国信证券,2026,3.34,元/股,2025-05-15,2025-05-15,,1,每股收益(元) 2.40 2.57 2.94 3.34 3.80
AP202505151673290363,002353.SZ,杰瑞股份,国信证券,2027,3.80,元/股,2025-05-15,2025-05-15,,1,每股收益(元) 2.40 2.57 2.94 3.34 3.80
AP202505151673290384,600089.SH,特变电工,国信证券,2025,1.23,元/股,2025-05-15,2025-05-15,,1,每股收益(元) 2.75 0.82 1.23 1.54 1.86
AP202505151673290384,600089.SH,特变电工,国信证券,2026,1.54,元/股,2025-05-15,2025-05-15,,1,每股收益(元) 2.75 0.82 1.23 1.54 1.86
AP202505151673290384,600089.SH,特变电工,国信证券,2027,1.86,元/股,2025-05-15,2025-05-15,,1,每股收益(元) 2.75 0.82 1.23 1.54 1.86
AP202505151673335469,300760.SZ,迈瑞医疗,国信证券,2025,10.24,元/股,2025-05-15,2025-05-15,,1,每股收益(元) 9.55 9.62 10.24 11.63 13.35
AP202505151673335469,300760.SZ,迈瑞医疗,国信证券,2026,11.63,元/股,2025-05-15,2025-05-15,,1,每股收益(元) 9.55 9.62 10.24 11.63 13.35
AP202505151673335469,300760.SZ,迈瑞医疗,国信证券,2027,13.35,元/股,2025-05-15,2025-05-15,,1,每股收益(元) 9.55 9.62 10.24 11.63 13.35
AP202505151673397841,300223.SZ,北京君正,国信证券,2025,1.06,元/股,2025-05-05,2025-05-15,,1,每股收益(元) 1.12 0.76 1.06 1.28 1.59
AP202505151673397841,300223.SZ,北京君正,国信证券,2026,1.28,元/股,2025-05-05,2025-05-15,,1,每股收益(元) 1.12 0.76 1.06 1.28 1.59
AP202505151673397841,300223.SZ,北京君正,国信证券,2027,1.59,元/股,2025-05-05,2025-05-15,,1,每股收益(元) 1.12 0.76 1.06 1.28 1.59
AP202505151673397842,002371.SZ,北方华创,国信证券,2025,14.64,元/股,2025-05-05,2025-05-15,,1,每股收益(元) 7.35 10.53 14.64 18.63 23.35
AP202505151673397842,002371.SZ,北方华创,国信证券,2026,18.63,元/股,2025-05-05,2025-05-15,,1,每股收益(元) 7.35 10.53 14.64 18.63 23.35
AP202505151673397842,002371.SZ,北方华创,国信证券,2027,23.35,元/股,2025-05-05,2025-05-15,,1,每股收益(元) 7.35 10.53 14.64 18.63 23.35
AP202505151673397843,600111.SH,北方稀土,国信证券,2025,0.55,元/股,2025-05-05,2025-05-15,,1,每股收益(元) 0.66 0.28 0.55 0.85 1.08
AP202505151673397843,600111.SH,北方稀土,国信证券,2026,0.85,元/股,2025-05-05,2025-05-15,,1,每股收益(元) 0.66 0.28 0.55 0.85 1.08
AP202505151673397843,600111.SH,北方稀土,国信证券,2027,1.08,元/股,2025-05-05,2025-05-15,,1,每股收益(元) 0.66 0.28 0.55 0.85 1.08
AP202505151673397849,688072.SH,拓荆科技,国信证券,2025,5.03,元/股,2025-05-05,2025-05-15,,1,每股收益(元) 3.52 2.46 5.03 6.91 9.47
AP202505151673397849,688072.SH,拓荆科技,国信证券,2026,6.91,元/股,2025-05-05,2025-05-15,,1,每股收益(元) 3.52 2.46 5.03 6.91 9.47
AP202505151673397849,688072.SH,拓荆科技,国信证券,2027,9.47,元/股,2025-05-05,2025-05-15,,1,每股收益(元) 3.52 2.46 5.03 6.91 9.47
AP202505161673691410,000425.SZ,徐工机械,国信证券,2025,0.67,元/股,2025-05-15,2025-05-16,,1,每股收益(元) 0.45 0.51 0.67 0.86 1.05
